Year,Month,Day,Hour,Minute,GHI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2019,5,26,23,30,0,0,0,4.9,122.55,0,0.18,4.5,1.3,238,62,12,936
2019,5,27,0,0,0,0,0,4.9,122.34,0,0.18,4.4,1.3,237,62.62,11.8,936
2019,5,27,0,30,0,0,0,4.9,121.26,0,0.18,4.1,1.3,235,63.38,11.6,935
2019,5,27,1,0,0,0,7,4.8,119.37,0,0.18,3.8,1.2,233,63.95,11.4,935
2019,5,27,1,30,0,0,6,4.8,116.73,0,0.18,3.5,1.2,231,64.8,11.2,935
2019,5,27,2,0,0,0,0,4.7,113.44,0,0.18,3.2,1.2,230,65.61,10.9,935
2019,5,27,2,30,0,0,7,4.7,109.6,0,0.18,3,1.2,229,66.04,10.8,935
2019,5,27,3,0,0,0,1,4.6,105.29,0,0.18,2.9,1.2,229,66.28,10.6,935
2019,5,27,3,30,0,0,0,4.6,100.59,0,0.18,2.8,1.2,231,67.24,10.4,936
2019,5,27,4,0,0,0,0,4.5,95.56,0,0.18,2.8,1.2,233,67.06,10.3,936
2019,5,27,4,30,0,0,0,4.5,89.79,0,0.18,3.2,1.2,236,65.73,10.6,936
2019,5,27,5,0,59,59,1,4.2,84.64,0,0.18,3.7,1.2,239,63.5,10.9,936
2019,5,27,5,30,99,146,4,4.3,79.03,3,0.18,3.9,1.2,244,60.3,11.7,937
2019,5,27,6,0,175,248,3,3.5,73.25,3,0.18,4,1.2,249,54.31,12.5,937
2019,5,27,6,30,260,354,3,3.5,67.36,3,0.18,3.7,1.2,252,50.56,13.6,937
2019,5,27,7,0,208,463,4,1.8,61.38,0,0.18,3.3,1.1,256,41.63,14.7,937
2019,5,27,7,30,289,567,4,1.8,55.35,0,0.18,2.9,1.1,258,39.05,15.7,937
2019,5,27,8,0,666,666,0,0.4,49.3,0,0.18,2.5,1.1,260,33.31,16.6,937
2019,5,27,8,30,529,757,3,0.4,43.26,0,0.18,2.3,1.1,264,31.71,17.4,938
2019,5,27,9,0,642,838,2,-0.5,37.29,0,0.18,2,1.1,268,28.13,18.3,938
2019,5,27,9,30,395,907,4,-0.5,31.47,0,0.18,1.8,1.1,271,26.93,19,938
2019,5,27,10,0,407,963,4,-1,25.93,0,0.18,1.6,1.1,274,24.61,19.8,938
2019,5,27,10,30,1005,1005,0,-1,20.91,0,0.18,1.6,1.1,273,23.72,20.4,938
2019,5,27,11,0,1029,1029,0,-1.3,16.95,0,0.18,1.6,1.2,272,22.32,21,938
2019,5,27,11,30,1041,1041,0,-1.3,14.91,0,0.18,1.6,1.2,271,21.65,21.5,938
2019,5,27,12,0,1036,1036,0,-1.4,15.58,0,0.18,1.5,1.2,270,20.91,22,939
2019,5,27,12,30,1017,1017,0,-1.4,18.67,0,0.18,1.5,1.2,267,20.53,22.3,939
2019,5,27,13,0,552,975,2,-1.3,23.23,0,0.18,1.5,1.2,264,20.27,22.6,938
2019,5,27,13,30,926,926,0,-1.3,28.54,0,0.18,1.6,1.2,262,20.15,22.7,938
2019,5,27,14,0,161,859,4,-1.1,34.24,0,0.18,1.7,1.3,259,20.18,22.9,938
2019,5,27,14,30,553,785,2,-1.1,40.14,3,0.18,1.8,1.3,260,20.43,22.7,938
2019,5,27,15,0,699,699,0,-0.9,46.14,0,0.18,2,1.3,260,20.91,22.6,938
2019,5,27,15,30,395,605,3,-0.9,52.19,0,0.18,2,1.3,260,20.91,22.6,938
2019,5,27,16,0,177,503,3,-0.6,58.23,3,0.18,2.1,1.4,263,22.08,22.1,938
2019,5,27,16,30,398,398,0,-0.6,64.23,0,0.18,2,1.4,264,22.77,21.6,938
2019,5,27,17,0,293,293,0,0,70.17,0,0.18,1.9,1.4,266,24.27,21.2,938
2019,5,27,17,30,54,189,4,0,76.01,3,0.18,1.3,1.5,266,25.97,20.1,938
2019,5,27,18,0,26,96,3,4.1,81.71,3,0.18,0.7,1.5,266,37.2,19.1,938
2019,5,27,18,30,7,25,3,4.1,87.17,3,0.18,0.6,1.5,261,38.37,18.6,938
2019,5,27,19,0,0,0,7,3.2,92.79,0,0.18,0.6,1.5,255,37.16,18.1,938
2019,5,27,19,30,0,0,0,3.3,97.94,0,0.18,0.6,1.5,248,38.14,17.7,939
2019,5,27,20,0,0,0,0,2.8,102.81,0,0.18,0.7,1.5,241,37.65,17.4,939
2019,5,27,20,30,0,0,0,2.8,107.32,0,0.18,0.8,1.5,239,39.11,16.8,939
2019,5,27,21,0,0,0,0,3.1,111.41,0,0.18,0.9,1.5,238,41.69,16.1,939
2019,5,27,21,30,0,0,0,3.1,114.98,0,0.18,1,1.5,243,43.04,15.6,939
2019,5,27,22,0,0,0,0,3.1,117.96,0,0.18,1.1,1.5,247,44.9,15,939
2019,5,27,22,30,0,0,0,3.1,120.23,0,0.18,1.2,1.6,254,46.02,14.6,938
2019,5,27,23,0,0,0,3,3.2,121.73,0,0.18,1.3,1.6,260,47.66,14.2,938
2019,5,27,23,30,0,0,0,3.2,122.39,0,0.18,1.3,1.6,266,48.91,13.8,938
2019,5,28,0,0,0,0,0,3.4,122.17,0,0.18,1.2,1.7,271,50.35,13.5,938
2019,5,28,0,30,0,0,0,3.4,121.1,0,0.18,1.2,1.7,277,51.01,13.3,938
2019,5,28,1,0,0,0,0,3.5,119.22,0,0.18,1.1,1.8,284,52.27,13.1,938
2019,5,28,1,30,0,0,3,3.5,116.59,0,0.18,1.1,1.8,294,52.61,13,938
2019,5,28,2,0,0,0,4,3.6,113.32,0,0.18,1,1.8,304,53.29,12.9,938
2019,5,28,2,30,0,0,4,3.6,109.48,0,0.18,1,1.7,312,53.64,12.8,938
2019,5,28,3,0,0,0,0,3.5,105.18,0,0.18,1,1.7,321,53.57,12.7,938
2019,5,28,3,30,0,0,1,3.5,100.49,0,0.18,1,1.7,323,53.22,12.8,938
2019,5,28,4,0,0,0,4,3.4,95.47,0,0.18,0.9,1.7,324,52.66,12.8,938
2019,5,28,4,30,0,0,4,3.4,89.73,0,0.18,0.9,1.7,325,49.99,13.6,938
2019,5,28,5,0,21,57,4,4.3,84.56,3,0.18,0.9,1.7,326,50.33,14.5,938
2019,5,28,5,30,141,141,0,4.3,78.96,0,0.18,1.3,1.7,333,45.44,16.1,938
2019,5,28,6,0,240,240,1,3.1,73.19,0,0.18,1.7,1.7,340,37.64,17.7,938
2019,5,28,6,30,344,344,0,3.1,67.3,0,0.18,1.7,1.7,337,34.27,19.2,938
2019,5,28,7,0,450,450,0,2.8,61.32,0,0.18,1.7,1.7,334,30.81,20.6,938
2019,5,28,7,30,221,553,4,2.8,55.29,0,0.18,1.7,1.7,328,28.8,21.7,938
2019,5,28,8,0,650,650,0,3.2,49.24,0,0.18,1.6,1.7,322,27.77,22.8,938
2019,5,28,8,30,738,738,0,3.2,43.2,0,0.18,1.5,1.8,316,26.47,23.6,938
2019,5,28,9,0,626,818,3,3.7,37.23,0,0.18,1.3,1.8,309,25.95,24.5,938
2019,5,28,9,30,886,886,0,3.7,31.4,0,0.18,1.3,1.8,300,24.89,25.2,938
2019,5,28,10,0,613,936,3,4.1,25.84,0,0.18,1.3,1.8,290,24.48,25.9,938
2019,5,28,10,30,975,975,1,4.1,20.81,0,0.18,1.3,1.9,290,23.77,26.4,938
2019,5,28,11,0,436,1003,3,4.3,16.82,0,0.18,1.4,1.9,290,23.51,26.9,937
2019,5,28,11,30,461,1015,3,4.3,14.75,0,0.18,1.5,1.9,298,23.23,27.1,937
2019,5,28,12,0,1010,1010,1,4.6,15.42,0,0.18,1.6,2,305,23.21,27.4,937
2019,5,28,12,30,667,991,2,4.6,18.52,3,0.18,1.8,2,312,23.21,27.4,937
2019,5,28,13,0,720,953,7,5,23.09,0,0.18,2.1,2.1,319,23.7,27.5,936
2019,5,28,13,30,704,903,4,4.9,28.42,0,0.18,2.4,2.2,324,24.12,27.2,936
2019,5,28,14,0,175,841,4,5.7,34.12,0,0.18,2.7,2.2,328,25.62,27,936
2019,5,28,14,30,67,766,8,5.6,40.03,0,0.18,2.9,2.3,332,26.23,26.6,936
2019,5,28,15,0,93,683,9,6.3,46.04,0,0.18,3.1,2.3,335,28.16,26.2,936
2019,5,28,15,30,400,591,7,6.3,52.08,0,0.18,3.1,2.3,335,28.16,26.2,936
2019,5,28,16,0,349,492,7,7,58.12,0,0.18,3.2,2.4,345,31.57,25,936
2019,5,28,16,30,154,389,7,7,64.13,3,0.18,3.1,2.5,173,32.71,24.4,936
2019,5,28,17,0,157,288,3,7.7,70.06,3,0.18,3,2.5,0,35.72,23.8,936
2019,5,28,17,30,150,187,6,7.7,75.9,3,0.18,2.5,2.6,10,37.75,22.9,937
2019,5,28,18,0,78,98,6,9.2,81.6,3,0.18,2.1,2.6,19,43.72,22.1,937
2019,5,28,18,30,22,27,8,9.2,87.06,3,0.18,1.9,2.7,25,45.9,21.3,937
2019,5,28,19,0,0,0,6,9.9,92.66,0,0.18,1.6,2.7,31,50.76,20.5,938
2019,5,28,19,30,0,0,6,9.9,97.81,0,0.18,1.4,2.7,32,52.35,20,938
2019,5,28,20,0,0,0,8,10.2,102.67,0,0.18,1.2,2.6,34,55.07,19.5,938
2019,5,28,20,30,0,0,7,10.3,107.18,0,0.18,0.9,2.6,30,56.51,19.1,939
2019,5,28,21,0,0,0,7,10.4,111.26,0,0.18,0.7,2.6,27,58.39,18.7,939
2019,5,28,21,30,0,0,0,10.4,114.83,0,0.18,0.7,2.5,185,59.49,18.4,939
2019,5,28,22,0,0,0,0,9.8,117.8,0,0.18,0.6,2.4,344,58.49,18.1,938
2019,5,28,22,30,0,0,0,9.8,120.07,0,0.18,0.7,2.4,327,60.36,17.6,938
2019,5,28,23,0,0,0,0,9.4,121.57,0,0.18,0.7,2.3,310,59.99,17.2,938
2019,5,28,23,30,0,0,0,9.4,122.23,0,0.18,0.8,2.3,314,61.92,16.7,938
2019,5,29,0,0,0,0,4,9.1,122.02,0,0.18,0.9,2.2,317,62.25,16.3,938
2019,5,29,0,30,0,0,4,9,120.95,0,0.18,0.9,2.2,324,63.79,15.9,937
2019,5,29,1,0,0,0,0,8.7,119.08,0,0.18,1,2.2,332,63.82,15.5,937
2019,5,29,1,30,0,0,0,8.7,116.46,0,0.18,1,2.2,339,65.47,15.1,937
2019,5,29,2,0,0,0,0,8.3,113.2,0,0.18,1.1,2.1,347,65.01,14.8,937
2019,5,29,2,30,0,0,0,8.3,109.37,0,0.18,1.1,2.1,349,65.93,14.6,938
2019,5,29,3,0,0,0,0,8,105.08,0,0.18,1.2,2.1,352,65.9,14.3,938
2019,5,29,3,30,0,0,0,8,100.4,0,0.18,1.2,2.1,351,66.75,14.1,938
2019,5,29,4,0,0,0,0,7.8,95.39,0,0.18,1.2,2.1,350,66.23,14,938
2019,5,29,4,30,0,0,0,7.8,89.66,0,0.18,1.7,2.1,350,61.38,15.2,939
2019,5,29,5,0,59,59,0,8,84.49,0,0.18,2.2,2.1,350,57.44,16.4,939
2019,5,29,5,30,144,144,0,8,78.9,0,0.18,2.5,2.2,180,52.59,17.8,939
2019,5,29,6,0,241,241,0,7.8,73.13,0,0.18,2.8,2.2,10,47.49,19.2,939
2019,5,29,6,30,344,344,0,7.8,67.24,0,0.18,2.7,2.2,19,43.6,20.6,940
2019,5,29,7,0,448,448,0,7.5,61.27,0,0.18,2.7,2.2,27,39.5,21.9,940
2019,5,29,7,30,549,549,0,7.5,55.24,0,0.18,2.6,2.2,31,37.18,22.9,940
2019,5,29,8,0,645,645,0,7.6,49.19,0,0.18,2.6,2.2,34,35.31,23.8,940
2019,5,29,8,30,734,734,0,7.6,43.15,0,0.18,2.5,2.2,35,33.67,24.6,940
2019,5,29,9,0,814,814,0,7.5,37.18,0,0.18,2.4,2.1,36,32.07,25.4,940
2019,5,29,9,30,882,882,0,7.5,31.34,0,0.18,2.3,2.1,37,30.95,26,940
2019,5,29,10,0,926,926,0,7.4,25.77,0,0.18,2.1,2.1,38,29.65,26.6,940
2019,5,29,10,30,968,968,0,7.4,20.71,0,0.18,1.9,2.1,38,28.77,27.1,939
2019,5,29,11,0,994,994,0,7.3,16.69,0,0.18,1.7,2.1,39,27.84,27.5,939
2019,5,29,11,30,1006,1006,0,7.3,14.6,0,0.18,1.5,2.1,38,27.2,27.9,939
2019,5,29,12,0,1003,1003,0,7.2,15.26,0,0.18,1.2,2.1,37,26.52,28.2,939
2019,5,29,12,30,748,984,3,7.2,18.38,3,0.18,1,2.1,35,26.19,28.4,938
2019,5,29,13,0,765,948,7,6.8,22.96,3,0.18,0.8,2.1,32,25.19,28.7,938
2019,5,29,13,30,726,899,7,6.8,28.3,0,0.18,0.7,2.1,22,25.04,28.8,938
2019,5,29,14,0,567,838,2,6.4,34.01,3,0.18,0.5,2.1,12,24.23,28.8,937
2019,5,29,14,30,765,765,0,6.4,39.92,0,0.18,0.5,2.1,154,24.23,28.8,937
2019,5,29,15,0,682,682,0,5.9,45.93,0,0.18,0.4,2.1,296,23.64,28.7,937
2019,5,29,15,30,590,590,0,5.9,51.98,0,0.18,0.4,2.1,296,23.64,28.7,937
2019,5,29,16,0,492,492,0,5.6,58.02,0,0.18,0.6,2.1,270,23.73,28.2,937
2019,5,29,16,30,389,389,0,5.6,64.02,0,0.18,0.5,2.1,269,24.43,27.7,937
2019,5,29,17,0,288,288,0,5.5,69.96,0,0.18,0.5,2,268,24.84,27.3,937
2019,5,29,17,30,188,188,0,5.5,75.79,0,0.18,0.4,2,183,26.03,26.5,937
2019,5,29,18,0,97,97,0,8.5,81.49,0,0.18,0.3,2,98,33.86,25.6,937
2019,5,29,18,30,26,26,0,8.5,86.95,0,0.18,0.4,2,100,35.13,25,938
2019,5,29,19,0,0,0,0,6.9,92.54,0,0.18,0.6,2,102,32.55,24.4,938
2019,5,29,19,30,0,0,0,6.9,97.68,0,0.18,0.7,2,106,33.14,24.1,938
2019,5,29,20,0,0,0,0,6.5,102.54,0,0.18,0.8,2,110,32.9,23.8,938
2019,5,29,20,30,0,0,0,6.5,107.04,0,0.18,0.8,2,114,33.9,23.3,938
2019,5,29,21,0,0,0,0,6.3,111.12,0,0.18,0.9,2,118,34.19,22.9,939
2019,5,29,21,30,0,0,0,6.3,114.68,0,0.18,0.9,2,121,34.81,22.6,939
2019,5,29,22,0,0,0,1,5.8,117.64,0,0.18,0.9,1.9,125,34.5,22.2,939
2019,5,29,22,30,0,0,4,5.8,119.91,0,0.18,0.8,1.9,128,34.92,22,939
2019,5,29,23,0,0,0,3,5.5,121.41,0,0.18,0.7,1.9,132,34.92,21.7,939
2019,5,29,23,30,0,0,0,5.5,122.07,0,0.18,0.6,1.9,137,35.34,21.5,939
2019,5,30,0,0,0,0,7,5.7,121.87,0,0.18,0.5,1.9,142,36.19,21.3,939
2019,5,30,0,30,0,0,4,5.7,120.81,0,0.18,0.4,1.9,144,36.86,21,939
2019,5,30,1,0,0,0,7,5.7,118.94,0,0.18,0.3,1.8,146,37.77,20.6,939
2019,5,30,1,30,0,0,0,5.7,116.34,0,0.18,0.3,1.8,246,38.47,20.3,939
2019,5,30,2,0,0,0,0,5.8,113.08,0,0.18,0.2,1.8,345,39.72,19.9,939
2019,5,30,2,30,0,0,0,5.8,109.27,0,0.18,0.3,1.8,341,40.97,19.4,939
2019,5,30,3,0,0,0,0,5.7,104.98,0,0.18,0.4,1.8,336,42.03,18.9,939
2019,5,30,3,30,0,0,0,5.7,100.31,0,0.18,0.6,1.8,338,43.09,18.5,939
2019,5,30,4,0,0,0,0,5.5,95.31,0,0.18,0.7,1.8,339,43.46,18.1,939
2019,5,30,4,30,0,0,0,5.5,89.6,0,0.18,0.8,1.7,343,42.13,18.6,939
2019,5,30,5,0,58,58,0,6.9,84.43,0,0.18,0.9,1.7,347,44.93,19.1,940
2019,5,30,5,30,143,143,0,6.9,78.84,0,0.18,1.1,1.7,178,40.96,20.6,940
2019,5,30,6,0,241,241,0,5.4,73.07,0,0.18,1.3,1.7,8,33.47,22.2,940
2019,5,30,6,30,345,345,0,5.4,67.19,0,0.18,1.3,1.7,55,29.86,24.1,940
2019,5,30,7,0,449,449,0,4.4,61.22,0,0.18,1.2,1.7,102,25.07,25.9,940
2019,5,30,7,30,552,552,0,4.4,55.19,0,0.18,1.4,1.7,114,23.5,27,940
2019,5,30,8,0,646,646,0,4.2,49.14,0,0.18,1.7,1.8,126,21.78,28.1,940
2019,5,30,8,30,735,735,0,4.2,43.1,0,0.18,1.8,1.8,133,20.8,28.9,940
2019,5,30,9,0,815,815,0,4.5,37.12,0,0.18,2,1.8,140,20.32,29.6,940
2019,5,30,9,30,884,884,0,4.5,31.28,0,0.18,2.2,1.8,145,19.64,30.2,940
2019,5,30,10,0,939,939,0,4.7,25.7,0,0.18,2.4,1.9,151,19.24,30.8,940
2019,5,30,10,30,981,981,0,4.7,20.62,0,0.18,2.6,1.9,154,18.81,31.2,940
2019,5,30,11,0,1008,1008,0,4.8,16.57,0,0.18,2.8,1.9,156,18.46,31.7,939
2019,5,30,11,30,1017,1017,1,4.8,14.45,0,0.18,2.9,2,159,18.15,32,939
2019,5,30,12,0,81,1013,4,4.9,15.11,0,0.18,3,2,161,17.98,32.2,939
2019,5,30,12,30,86,995,4,4.9,18.24,0,0.18,3.1,2,164,17.86,32.3,938
2019,5,30,13,0,683,962,3,4.8,22.84,0,0.18,3.1,2.1,166,17.75,32.4,938
2019,5,30,13,30,473,914,4,4.8,28.18,0,0.18,3.1,2.1,169,17.85,32.3,938
2019,5,30,14,0,651,851,3,4.8,33.9,3,0.18,3.2,2.1,172,17.91,32.2,938
2019,5,30,14,30,778,778,0,4.8,39.82,0,0.18,3.1,2.1,176,18.19,31.9,937
2019,5,30,15,0,694,694,0,4.7,45.83,0,0.18,3,2.1,179,18.24,31.7,937
2019,5,30,15,30,251,601,3,4.7,51.88,3,0.18,3,2.1,179,18.24,31.7,937
2019,5,30,16,0,503,503,0,4.3,57.92,0,0.18,2.8,2,184,18.5,31,937
2019,5,30,16,30,176,400,3,4.3,63.92,0,0.18,2.6,2,184,19.15,30.4,937
2019,5,30,17,0,296,296,1,4.1,69.85,0,0.18,2.4,1.9,183,19.47,29.9,937
2019,5,30,17,30,41,195,4,4.1,75.68,3,0.18,1.7,1.9,176,21.47,28.2,937
2019,5,30,18,0,21,102,3,8.6,81.37,3,0.18,1,1.9,170,32.22,26.5,937
2019,5,30,18,30,7,29,3,8.6,86.84,3,0.18,1.1,1.9,162,34.37,25.4,937
2019,5,30,19,0,0,0,4,8,92.42,0,0.18,1.2,1.8,155,35.41,24.3,938
2019,5,30,19,30,0,0,4,8,97.56,0,0.18,1.2,1.8,153,36.49,23.8,938
2019,5,30,20,0,0,0,4,7.6,102.41,0,0.18,1.2,1.8,150,36.72,23.2,938
2019,5,30,20,30,0,0,4,7.6,106.9,0,0.18,1.3,1.8,152,38.07,22.6,938
2019,5,30,21,0,0,0,3,7.3,110.97,0,0.18,1.3,1.8,154,38.46,22.1,939
2019,5,30,21,30,0,0,0,7.3,114.53,0,0.18,1.3,1.8,159,39.41,21.7,939
2019,5,30,22,0,0,0,0,7,117.49,0,0.18,1.3,1.8,163,39.46,21.3,939
2019,5,30,22,30,0,0,0,7,119.76,0,0.18,1.2,1.8,169,40.19,21,939
2019,5,30,23,0,0,0,0,6.5,121.26,0,0.18,1.2,1.7,175,39.64,20.7,939
2019,5,30,23,30,0,0,0,6.5,121.92,0,0.18,1.1,1.7,185,40.13,20.5,939
2019,5,31,0,0,0,0,0,5.9,121.73,0,0.18,0.9,1.7,195,38.91,20.4,939
2019,5,31,0,30,0,0,0,5.9,120.68,0,0.18,0.8,1.7,213,39.4,20.2,939
2019,5,31,1,0,0,0,0,5.7,118.82,0,0.18,0.6,1.6,231,39.32,20,939
2019,5,31,1,30,0,0,0,5.7,116.22,0,0.18,0.5,1.6,269,40.3,19.6,939
2019,5,31,2,0,0,0,0,5.9,112.97,0,0.18,0.5,1.6,306,41.81,19.2,939
2019,5,31,2,30,0,0,0,5.9,109.17,0,0.18,0.7,1.6,155,43.4,18.6,939
2019,5,31,3,0,0,0,0,6.2,104.89,0,0.18,0.9,1.6,5,46.25,17.9,939
2019,5,31,3,30,0,0,0,6.2,100.23,0,0.18,1,1.6,13,48.03,17.3,939
2019,5,31,4,0,0,0,0,6.8,95.24,0,0.18,1.1,1.6,21,52.36,16.6,939
2019,5,31,4,30,0,0,0,6.8,89.54,0,0.18,1.4,1.6,23,49.21,17.6,940
2019,5,31,5,0,55,55,0,7.8,84.37,0,0.18,1.6,1.6,25,49.29,18.6,940
2019,5,31,5,30,138,138,0,7.8,78.79,0,0.18,2.1,1.6,30,44.91,20.1,940
2019,5,31,6,0,234,234,0,7.1,73.02,0,0.18,2.5,1.7,36,38.88,21.7,940
2019,5,31,6,30,337,337,0,7.1,67.14,0,0.18,2.4,1.7,52,35.12,23.4,941
2019,5,31,7,0,441,441,0,5.3,61.17,0,0.18,2.3,1.7,68,28.1,25,941
2019,5,31,7,30,543,543,0,5.3,55.15,0,0.18,2.3,1.7,82,26.18,26.2,941
2019,5,31,8,0,640,640,0,4.4,49.1,0,0.18,2.3,1.7,95,22.89,27.4,941
2019,5,31,8,30,729,729,0,4.4,43.06,0,0.18,2.2,1.7,108,21.6,28.4,941
2019,5,31,9,0,809,809,0,4.1,37.08,0,0.18,2.2,1.7,122,20.09,29.3,941
2019,5,31,9,30,878,878,0,4.1,31.22,0,0.18,2.2,1.7,132,19.28,30,940
2019,5,31,10,0,918,918,0,3.8,25.63,0,0.18,2.2,1.7,143,18.16,30.7,940
2019,5,31,10,30,960,960,0,3.8,20.54,0,0.18,2.3,1.7,150,17.55,31.3,940
2019,5,31,11,0,991,991,0,3.4,16.46,0,0.18,2.4,1.7,156,16.65,31.8,939
2019,5,31,11,30,1003,1003,0,3.4,14.32,0,0.18,2.5,1.7,160,16.28,32.2,939
2019,5,31,12,0,682,1004,2,3.2,14.96,3,0.18,2.5,1.7,164,15.67,32.6,939
2019,5,31,12,30,985,985,0,3.2,18.1,0,0.18,2.6,1.7,167,15.48,32.8,938
2019,5,31,13,0,943,943,0,2.9,22.71,0,0.18,2.7,1.7,170,14.91,33.1,938
2019,5,31,13,30,895,895,0,2.9,28.07,0,0.18,2.7,1.7,171,14.89,33.1,937
2019,5,31,14,0,838,838,0,2.5,33.8,0,0.18,2.7,1.7,173,14.38,33.2,937
2019,5,31,14,30,764,764,0,2.5,39.72,0,0.18,2.7,1.7,174,14.53,33,936
2019,5,31,15,0,684,684,0,2.1,45.73,0,0.18,2.7,1.7,176,14.26,32.9,936
2019,5,31,15,30,52,592,2,2.1,51.78,3,0.18,2.7,1.7,176,14.26,32.9,936
2019,5,31,16,0,194,496,3,1.9,57.82,0,0.18,2.7,1.7,179,14.58,32.2,936
2019,5,31,16,30,108,394,3,1.9,63.82,0,0.18,2.5,1.7,181,15.17,31.5,936
2019,5,31,17,0,22,292,4,2.4,69.75,0,0.18,2.3,1.6,183,16.22,30.9,936
2019,5,31,17,30,14,191,3,2.3,75.58,3,0.18,1.6,1.6,186,17.97,29.1,936
2019,5,31,18,0,100,100,0,7.1,81.27,0,0.18,1,1.6,188,27.87,27.3,936
2019,5,31,18,30,3,28,3,7.1,86.73,3,0.18,1.1,1.6,191,29.04,26.6,936
2019,5,31,19,0,0,0,3,6,92.3,0,0.18,1.2,1.6,193,28.2,25.8,936
2019,5,31,19,30,0,0,3,6,97.43,0,0.18,1.1,1.6,196,28.56,25.6,937
2019,5,31,20,0,0,0,3,5.5,102.28,0,0.18,1.1,1.6,200,28.06,25.3,937
2019,5,31,20,30,0,0,4,5.5,106.77,0,0.18,1.1,1.6,204,28.39,25.1,937
2019,5,31,21,0,0,0,7,5.1,110.84,0,0.18,1,1.6,208,28.12,24.8,937
2019,5,31,21,30,0,0,7,5.1,114.39,0,0.18,1,1.6,214,28.46,24.6,937
2019,5,31,22,0,0,0,7,4.8,117.35,0,0.18,0.9,1.5,220,28.14,24.4,937
2019,5,31,22,30,0,0,7,4.8,119.62,0,0.18,0.9,1.5,230,28.48,24.2,937
2019,5,31,23,0,0,0,7,4.4,121.12,0,0.18,0.8,1.5,239,28.11,24,937
2019,5,31,23,30,0,0,7,4.4,121.78,0,0.18,0.7,1.5,252,28.79,23.6,937
2019,6,1,0,0,0,0,3,4.5,121.59,0,0.18,0.7,1.5,264,29.42,23.3,937
2019,6,1,0,30,0,0,4,4.5,120.55,0,0.18,0.6,1.5,287,30.14,22.9,937
2019,6,1,1,0,0,0,0,4.5,118.69,0,0.18,0.6,1.4,309,31.1,22.4,937
2019,6,1,1,30,0,0,0,4.5,116.11,0,0.18,0.7,1.5,331,32.25,21.8,937
2019,6,1,2,0,0,0,0,5.1,112.87,0,0.18,0.8,1.5,353,34.95,21.2,937
2019,6,1,2,30,0,0,0,5.1,109.08,0,0.18,0.9,1.5,182,36.48,20.5,937
2019,6,1,3,0,0,0,0,5.7,104.81,0,0.18,1,1.5,11,39.93,19.7,937
2019,6,1,3,30,0,0,0,5.7,100.15,0,0.18,1,1.5,15,41.44,19.1,937
2019,6,1,4,0,0,0,0,6.5,95.17,0,0.18,1.1,1.6,19,45.73,18.4,937
2019,6,1,4,30,0,0,0,6.5,89.49,0,0.18,1.3,1.6,21,43.24,19.3,937
2019,6,1,5,0,58,58,0,8.2,84.32,0,0.18,1.6,1.6,22,45.67,20.3,938
2019,6,1,5,30,142,142,0,8.2,78.74,0,0.18,2.1,1.7,31,41.67,21.8,938
2019,6,1,6,0,239,239,0,8.4,72.98,0,0.18,2.6,1.7,40,38.46,23.3,938
2019,6,1,6,30,343,343,0,8.4,67.1,0,0.18,2.6,1.7,65,35.17,24.8,938
2019,6,1,7,0,448,448,0,6.8,61.13,1,0.18,2.6,1.6,91,28.88,26.3,938
2019,6,1,7,30,550,550,0,6.8,55.11,0,0.18,2.8,1.6,109,27.08,27.4,938
2019,6,1,8,0,647,647,0,4.9,49.06,0,0.18,3,1.6,126,22.24,28.5,938
2019,6,1,8,30,739,739,0,4.9,43.02,0,0.18,3.2,1.5,133,21.36,29.2,938
2019,6,1,9,0,818,818,0,3.4,37.03,0,0.18,3.4,1.5,140,18.42,30,938
2019,6,1,9,30,890,890,0,3.4,31.18,0,0.18,3.6,1.4,145,17.8,30.6,938
2019,6,1,10,0,948,948,0,2.1,25.57,0,0.18,3.7,1.4,150,15.73,31.1,938
2019,6,1,10,30,994,994,0,2.1,20.46,0,0.18,3.8,1.3,153,15.29,31.6,938
2019,6,1,11,0,1022,1022,0,0.9,16.36,0,0.18,3.9,1.3,157,13.76,32,937
2019,6,1,11,30,1034,1034,0,0.9,14.18,0,0.18,3.9,1.3,159,13.61,32.2,937
2019,6,1,12,0,1034,1034,0,0.1,14.82,1,0.18,3.9,1.2,162,12.58,32.5,937
2019,6,1,12,30,1015,1015,0,0.1,17.97,0,0.18,3.9,1.2,164,12.5,32.6,936
2019,6,1,13,0,979,979,0,-0.5,22.6,0,0.18,3.9,1.2,166,11.95,32.7,936
2019,6,1,13,30,930,930,0,-0.5,27.96,0,0.18,3.9,1.2,168,11.95,32.7,936
2019,6,1,14,0,869,869,0,-0.7,33.69,0,0.18,3.9,1.2,170,11.73,32.7,935
2019,6,1,14,30,794,794,0,-0.7,39.62,0,0.18,3.9,1.2,172,11.86,32.5,935
2019,6,1,15,0,710,710,0,-0.7,45.63,0,0.18,3.8,1.2,173,12.05,32.3,935
2019,6,1,15,30,616,616,0,-0.7,51.68,0,0.18,3.8,1.2,173,12.05,32.3,935
2019,6,1,16,0,516,516,0,-0.5,57.72,0,0.18,3.6,1.2,176,12.74,31.5,935
